genome_ID	N50	source	technlogy	NCBI_ID	NCBI_name	name	contact	Other	copy number	OTU	novelty_category	description
Sample16_110	2751	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_110	tuesparholt@gmail.com	plasmid	48	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_112	2712	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_112	tuesparholt@gmail.com	plasmid	17	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_127	2415	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_127	tuesparholt@gmail.com	plasmid	74	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_136	2221	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_136	tuesparholt@gmail.com	plasmid	35	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_138	2153	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_138	tuesparholt@gmail.com	Circular element	74	2	=	circular elements
Sample16_144	2084	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_144	tuesparholt@gmail.com	Circular element	76	2	=	circular elements
Sample16_154	1945	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_154	tuesparholt@gmail.com	plasmid	22	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_163	1861	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_163	tuesparholt@gmail.com	plasmid	52	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_169	1759	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_169	tuesparholt@gmail.com	Circular element	61	2	=	circular elements
Sample16_174	1736	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_174	tuesparholt@gmail.com	Circular element	95	2	=	circular elements
Sample16_184	1637	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_184	tuesparholt@gmail.com	Circular element	79	2	=	circular elements
Sample16_19	12897	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_19	tuesparholt@gmail.com	Circular element	99	2	=	circular elements
Sample16_194	1587	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_194	tuesparholt@gmail.com	Circular element	20	2	=	circular elements
Sample16_195	1584	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_195	tuesparholt@gmail.com	Circular element	68	2	=	circular elements
Sample16_196	1580	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_196	tuesparholt@gmail.com	Circular element	58	2	=	circular elements
Sample16_207	1523	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_207	tuesparholt@gmail.com	Circular element	100	2	=	circular elements
Sample16_21	11933	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_21	tuesparholt@gmail.com	plasmid	55	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_211	1477	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_211	tuesparholt@gmail.com	Circular element	10	2	=	circular elements
Sample16_212	1470	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_212	tuesparholt@gmail.com	Circular element	96	2	=	circular elements
Sample16_245	1260	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_245	tuesparholt@gmail.com	Circular element	49	2	=	circular elements
Sample16_25	10225	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_25	tuesparholt@gmail.com	Circular element	70	2	=	circular elements
Sample16_269	1160	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_269	tuesparholt@gmail.com	Circular element	96	2	=	circular elements
Sample16_27	9626	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_27	tuesparholt@gmail.com	plasmid	78	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_271	1156	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_271	tuesparholt@gmail.com	Circular element	66	2	=	circular elements
Sample16_289	1101	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_289	tuesparholt@gmail.com	Circular element	85	2	=	circular elements
Sample16_29	9433	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_29	tuesparholt@gmail.com	plasmid	39	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_319	994	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_319	tuesparholt@gmail.com	Circular element	45	2	=	circular elements
Sample16_335	939	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_335	tuesparholt@gmail.com	Circular element	77	2	=	circular elements
Sample16_339	930	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_339	tuesparholt@gmail.com	Circular element	34	2	=	circular elements
Sample16_342	929	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_342	tuesparholt@gmail.com	Circular element	90	2	=	circular elements
Sample16_37	7544	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_37	tuesparholt@gmail.com	Circular element	27	2	=	circular elements
Sample16_56	5029	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_56	tuesparholt@gmail.com	plasmid	11	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_57	5022	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_57	tuesparholt@gmail.com	plasmid	71	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_58	5018	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_58	tuesparholt@gmail.com	plasmid	17	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_65	4580	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample16_65	tuesparholt@gmail.com	Circular element	17	2	=	circular elements
Sample16_69	4523	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_69	tuesparholt@gmail.com	plasmid	21	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_72	4386	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_72	tuesparholt@gmail.com	plasmid	94	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_78	4069	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_78	tuesparholt@gmail.com	plasmid	53	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_83	3904	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_83	tuesparholt@gmail.com	plasmid	52	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample16_87	3536	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample16_87	tuesparholt@gmail.com	plasmid	8	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_1	14087	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_1	tuesparholt@gmail.com	plasmid	89	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_11	7297	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_11	tuesparholt@gmail.com	plasmid	64	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_112	2382	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_112	tuesparholt@gmail.com	plasmid	92	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_113	2361	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_113	tuesparholt@gmail.com	plasmid	70	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_121	2295	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_121	tuesparholt@gmail.com	Circular element	12	2	=	circular elements
Sample18_127	2239	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_127	tuesparholt@gmail.com	plasmid	28	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_131	2190	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_131	tuesparholt@gmail.com	Circular element	84	2	=	circular elements
Sample18_138	2119	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_138	tuesparholt@gmail.com	Circular element	42	2	=	circular elements
Sample18_14	6883	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_14	tuesparholt@gmail.com	Circular element	8	2	=	circular elements
Sample18_153	1898	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_153	tuesparholt@gmail.com	plasmid	88	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_154	1890	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_154	tuesparholt@gmail.com	plasmid	91	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_159	1851	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_159	tuesparholt@gmail.com	Circular element	57	2	=	circular elements
Sample18_167	1816	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_167	tuesparholt@gmail.com	plasmid	85	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_176	1710	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_176	tuesparholt@gmail.com	plasmid	49	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_179	1695	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_179	tuesparholt@gmail.com	Circular element	65	2	=	circular elements
Sample18_195	1574	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_195	tuesparholt@gmail.com	Circular element	96	2	=	circular elements
Sample18_199	1531	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_199	tuesparholt@gmail.com	plasmid	55	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_2	13831	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_2	tuesparholt@gmail.com	plasmid	89	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_209	1461	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_209	tuesparholt@gmail.com	Circular element	69	2	=	circular elements
Sample18_213	1441	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_213	tuesparholt@gmail.com	plasmid	43	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_214	1438	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_214	tuesparholt@gmail.com	plasmid	33	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_224	1381	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_224	tuesparholt@gmail.com	Circular element	79	2	=	circular elements
Sample18_225	1379	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_225	tuesparholt@gmail.com	Circular element	3	2	=	circular elements
Sample18_227	1369	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_227	tuesparholt@gmail.com	Circular element	30	2	=	circular elements
Sample18_236	1319	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_236	tuesparholt@gmail.com	plasmid	29	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_238	1308	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_238	tuesparholt@gmail.com	Circular element	37	2	=	circular elements
Sample18_24	5512	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_24	tuesparholt@gmail.com	plasmid	46	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_241	1300	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_241	tuesparholt@gmail.com	Circular element	81	2	=	circular elements
Sample18_248	1260	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_248	tuesparholt@gmail.com	Circular element	23	2	=	circular elements
Sample18_249	1260	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_249	tuesparholt@gmail.com	Circular element	44	2	=	circular elements
Sample18_25	5471	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_25	tuesparholt@gmail.com	Circular element	76	2	=	circular elements
Sample18_26	5429	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_26	tuesparholt@gmail.com	plasmid	37	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_262	1212	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_262	tuesparholt@gmail.com	Circular element	40	2	=	circular elements
Sample18_264	1200	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_264	tuesparholt@gmail.com	Circular element	44	2	=	circular elements
Sample18_265	1199	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_265	tuesparholt@gmail.com	Circular element	72	2	=	circular elements
Sample18_267	1197	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_267	tuesparholt@gmail.com	Circular element	75	2	=	circular elements
Sample18_273	1176	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_273	tuesparholt@gmail.com	Circular element	35	2	=	circular elements
Sample18_278	1167	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_278	tuesparholt@gmail.com	Circular element	41	2	=	circular elements
Sample18_280	1160	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_280	tuesparholt@gmail.com	Circular element	63	2	=	circular elements
Sample18_281	1160	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_281	tuesparholt@gmail.com	Circular element	97	2	=	circular elements
Sample18_285	1139	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_285	tuesparholt@gmail.com	Circular element	94	2	=	circular elements
Sample18_291	1124	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_291	tuesparholt@gmail.com	Circular element	26	2	=	circular elements
Sample18_293	1120	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_293	tuesparholt@gmail.com	Circular element	30	2	=	circular elements
Sample18_294	1119	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_294	tuesparholt@gmail.com	Circular element	20	2	=	circular elements
Sample18_296	1112	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_296	tuesparholt@gmail.com	plasmid	62	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_3	13166	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_3	tuesparholt@gmail.com	plasmid	46	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_300	1100	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_300	tuesparholt@gmail.com	Circular element	19	2	=	circular elements
Sample18_301	1100	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_301	tuesparholt@gmail.com	Circular element	14	2	=	circular elements
Sample18_302	1099	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_302	tuesparholt@gmail.com	Circular element	12	2	=	circular elements
Sample18_306	1084	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_306	tuesparholt@gmail.com	Circular element	2	2	=	circular elements
Sample18_307	1081	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_307	tuesparholt@gmail.com	Circular element	6	2	=	circular elements
Sample18_308	1079	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_308	tuesparholt@gmail.com	Circular element	5	2	=	circular elements
Sample18_309	1079	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_309	tuesparholt@gmail.com	Circular element	2	2	=	circular elements
Sample18_310	1079	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_310	tuesparholt@gmail.com	Circular element	1	2	=	circular elements
Sample18_316	1061	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_316	tuesparholt@gmail.com	Circular element	8	2	=	circular elements
Sample18_324	1042	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_324	tuesparholt@gmail.com	Circular element	11	2	=	circular elements
Sample18_332	1021	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_332	tuesparholt@gmail.com	Circular element	10	2	=	circular elements
Sample18_334	1018	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_334	tuesparholt@gmail.com	Circular element	15	2	=	circular elements
Sample18_335	1017	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_335	tuesparholt@gmail.com	Circular element	2	2	=	circular elements
Sample18_336	1016	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_336	tuesparholt@gmail.com	Circular element	17	2	=	circular elements
Sample18_341	1001	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_341	tuesparholt@gmail.com	Circular element	1	2	=	circular elements
Sample18_349	998	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_349	tuesparholt@gmail.com	Circular element	13	2	=	circular elements
Sample18_35	4234	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_35	tuesparholt@gmail.com	plasmid	11	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_356	967	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_356	tuesparholt@gmail.com	Circular element	7	2	=	circular elements
Sample18_358	964	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_358	tuesparholt@gmail.com	Circular element	3	2	=	circular elements
Sample18_360	961	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_360	tuesparholt@gmail.com	Circular element	20	2	=	circular elements
Sample18_363	959	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_363	tuesparholt@gmail.com	Circular element	15	2	=	circular elements
Sample18_364	957	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_364	tuesparholt@gmail.com	Circular element	4	2	=	circular elements
Sample18_369	925	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_369	tuesparholt@gmail.com	Circular element	3	2	=	circular elements
Sample18_370	924	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_370	tuesparholt@gmail.com	Circular element	9	2	=	circular elements
Sample18_41	3886	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_41	tuesparholt@gmail.com	plasmid	17	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_45	3665	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_45	tuesparholt@gmail.com	Circular element	5	2	=	circular elements
Sample18_5	9932	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_5	tuesparholt@gmail.com	plasmid	15	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_52	3527	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_52	tuesparholt@gmail.com	plasmid	4	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_54	3469	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_54	tuesparholt@gmail.com	plasmid	15	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_55	3449	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_55	tuesparholt@gmail.com	plasmid	13	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_57	3420	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_57	tuesparholt@gmail.com	plasmid	12	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_58	3387	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_58	tuesparholt@gmail.com	plasmid	17	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_59	3323	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_59	tuesparholt@gmail.com	plasmid	16	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_6	9299	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_6	tuesparholt@gmail.com	plasmid	1	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_60	3284	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_60	tuesparholt@gmail.com	plasmid	6	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_62	3219	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_62	tuesparholt@gmail.com	plasmid	7	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_69	2994	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_69	tuesparholt@gmail.com	plasmid	20	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_70	2964	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_70	tuesparholt@gmail.com	plasmid	19	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_77	2827	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_77	tuesparholt@gmail.com	plasmid	14	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_8	8320	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_8	tuesparholt@gmail.com	plasmid	6	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_82	2774	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_82	tuesparholt@gmail.com	Circular element	5	2	=	circular elements
Sample18_83	2741	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_83	tuesparholt@gmail.com	plasmid	11	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_86	2734	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_86	tuesparholt@gmail.com	plasmid	12	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_87	2721	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_87	tuesparholt@gmail.com	plasmid	14	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_90	2692	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_90	tuesparholt@gmail.com	plasmid	11	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_91	2646	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample18_91	tuesparholt@gmail.com	Circular element	11	2	=	circular elements
Sample18_94	2599	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_94	tuesparholt@gmail.com	plasmid	17	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample18_97	2551	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample18_97	tuesparholt@gmail.com	plasmid	2	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_105	2536	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_105	tuesparholt@gmail.com	Circular element	10	2	=	circular elements
Sample19_106	2527	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_106	tuesparholt@gmail.com	plasmid	14	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_117	2395	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_117	tuesparholt@gmail.com	Circular element	11	2	=	circular elements
Sample19_13	15051	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_13	tuesparholt@gmail.com	plasmid	3	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_146	2144	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_146	tuesparholt@gmail.com	Circular element	11	2	=	circular elements
Sample19_153	2092	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_153	tuesparholt@gmail.com	plasmid	16	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_175	1830	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_175	tuesparholt@gmail.com	Circular element	8	2	=	circular elements
Sample19_180	1763	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_180	tuesparholt@gmail.com	plasmid	12	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_19	9977	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_19	tuesparholt@gmail.com	plasmid	6	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_20	9957	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_20	tuesparholt@gmail.com	plasmid	17	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_209	1602	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_209	tuesparholt@gmail.com	Circular element	18	2	=	circular elements
Sample19_21	9848	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_21	tuesparholt@gmail.com	plasmid	11	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_212	1567	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_212	tuesparholt@gmail.com	plasmid	20	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_215	1547	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_215	tuesparholt@gmail.com	Circular element	3	2	=	circular elements
Sample19_220	1506	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_220	tuesparholt@gmail.com	Circular element	7	2	=	circular elements
Sample19_241	1433	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_241	tuesparholt@gmail.com	plasmid	5	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_242	1431	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_242	tuesparholt@gmail.com	Circular element	1	2	=	circular elements
Sample19_247	1381	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_247	tuesparholt@gmail.com	Circular element	16	2	=	circular elements
Sample19_25	8557	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample19_25	tuesparholt@gmail.com	plasmid	9	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample19_254	1369	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_254	tuesparholt@gmail.com	Circular element	13	2	=	circular elements
Sample19_275	1298	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_275	tuesparholt@gmail.com	Circular element	6	2	=	circular elements
Sample19_280	1284	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_280	tuesparholt@gmail.com	Circular element	1	2	=	circular elements
Sample19_286	1258	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample19_286	tuesparholt@gmail.com	Circular element	19	2	=	circular elements
